customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
TLC-00433,Male,0,No,No,4,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,67.01,275.68,Yes
TLC-00434,Female,0,No,No,62,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Mailed check,72.07,4456.66,No
TLC-00435,Female,0,Yes,No,2,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),71.6,152.96,Yes
TLC-00436,Female,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.08,197.78,No
TLC-00437,Female,1,Yes,No,25,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,47.41,1187.66,No
TLC-00438,Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.83,1249.33,No
TLC-00439,Male,0,Yes,No,28,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,93.64,2620.33,Yes
TLC-00440,Male,0,Yes,Yes,13,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),66.66,871.02,No
TLC-00441,Male,1,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.51,324.73,No
TLC-00442,Female,0,No,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.32,506.31,No
TLC-00443,Male,1,No,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,91.04,6082.4,No
TLC-00444,Female,0,No,No,28,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),67.67,1901.12,No
TLC-00445,Female,0,Yes,No,2,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,70.18,123.62,Yes
TLC-00446,Male,0,No,No,29,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,78.3,2289.6,No
TLC-00447,Male,0,Yes,Yes,8,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),76.01,592.15,Yes
TLC-00448,Female,0,Yes,No,0,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,76.0,,No
TLC-00449,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.7,2026.31,No
TLC-00450,Female,0,No,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),100.32,6633.7,No
TLC-00451,Female,0,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,99.55,3095.47,Yes
TLC-00452,Female,0,Yes,Yes,5,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),75.51,385.31,No
TLC-00453,Female,0,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,32.14,1547.33,Yes
TLC-00454,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),118.75,1659.38,No
TLC-00455,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.18,1154.04,No
TLC-00456,Male,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),97.6,5071.85,No
TLC-00457,Female,0,No,Yes,29,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,78.3,2271.25,Yes
TLC-00458,Female,0,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.05,1131.33,No
TLC-00459,Male,0,Yes,Yes,58,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),73.51,4255.35,No
TLC-00460,Male,0,Yes,Yes,62,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.64,5246.64,No
TLC-00461,Female,0,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,85.12,3997.51,Yes
TLC-00462,Male,0,Yes,No,67,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),82.6,5545.34,No
TLC-00463,Female,0,No,Yes,6,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),68.65,416.83,No
TLC-00464,Male,0,No,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33.84,1550.36,No
TLC-00465,Female,0,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.53,1296.53,Yes
TLC-00466,Male,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),94.57,1418.22,Yes
TLC-00467,Female,0,No,No,21,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,81.39,1712.47,Yes
TLC-00468,Male,0,No,No,62,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),104.58,6474.96,No
TLC-00469,Male,0,Yes,Yes,45,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),98.76,4438.74,Yes
TLC-00470,Female,0,Yes,Yes,44,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,84.6,3716.14,Yes
TLC-00471,Male,0,No,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,114.63,4601.06,No
TLC-00472,Female,0,No,No,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),108.64,2617.1,No
TLC-00473,Male,1,Yes,No,49,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),86.86,4238.75,No
TLC-00474,Female,0,No,No,66,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,90.35,5969.08,No
TLC-00475,Male,0,No,Yes,51,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.4,4058.32,Yes
TLC-00476,Female,0,No,Yes,30,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,105.79,3175.06,No
TLC-00477,Male,0,Yes,No,36,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,80.24,2902.28,Yes
TLC-00478,Female,0,No,No,21,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,82.94,1739.35,No
TLC-00479,Male,0,Yes,No,26,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,79.3,2062.17,No
TLC-00480,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.01,32.44,Yes
TLC-00481,Female,0,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,61.47,1287.79,No
TLC-00482,Female,1,No,No,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),102.41,5340.38,No
TLC-00483,Male,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.25,301.49,No
TLC-00484,Female,0,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.4,1291.28,No
TLC-00485,Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,117.51,3527.98,No
TLC-00486,Female,0,No,No,42,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.34,3422.85,No
TLC-00487,Male,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),107.95,7647.98,No
TLC-00488,Female,0,No,No,52,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),70.83,3679.53,No
TLC-00489,Male,0,Yes,Yes,4,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),74.87,312.58,No
TLC-00490,Male,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),35.35,25.21,Yes
TLC-00491,Female,0,No,No,58,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,74.58,4308.54,No
TLC-00492,Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),102.64,294.31,No
TLC-00493,Male,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.25,616.51,No
TLC-00494,Female,1,No,No,66,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,86.73,5724.56,No
TLC-00495,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.91,1562.3,No
TLC-00496,Male,0,Yes,Yes,5,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,87.97,447.18,Yes
TLC-00497,Male,0,Yes,No,57,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,104.44,5959.3,No
TLC-00498,Female,0,No,No,46,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,94.61,4348.65,No
TLC-00499,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,99.97,403.42,Yes
TLC-00500,Female,0,No,No,60,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,88.56,5319.09,Yes
TLC-00501,Male,1,Yes,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.49,1286.89,No
TLC-00502,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,81.69,2791.06,Yes
TLC-00503,Male,0,No,No,12,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),87.62,1047.57,No
TLC-00504,Female,0,Yes,Yes,25,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),92.73,2303.08,No
TLC-00505,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,88.45,5565.54,No
TLC-00506,Male,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,105.32,1045.6,No
TLC-00507,Female,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,94.38,5760.14,No
TLC-00508,Male,0,No,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.55,1022.39,No
TLC-00509,Female,0,No,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,30.48,2071.46,No
TLC-00510,Female,0,No,No,57,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,52.78,3001.25,No
TLC-00511,Male,1,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,186.46,No
TLC-00512,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.25,284.58,No
TLC-00513,Male,0,No,No,11,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),77.74,860.41,Yes
TLC-00514,Female,0,No,No,70,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,96.06,6729.56,No
TLC-00515,Female,0,Yes,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),28.74,1421.08,No
TLC-00516,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.7,287.67,No
TLC-00517,Female,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,1054.81,No
TLC-00518,Female,0,No,No,69,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,68.08,4675.4,No
TLC-00519,Female,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),29.04,1776.93,No
TLC-00520,Female,0,No,No,71,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,79.82,5660.76,No
TLC-00521,Female,1,No,No,61,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,80.33,4903.71,Yes
TLC-00522,Male,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.45,1000.4,No
TLC-00523,Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.58,1095.28,No
TLC-00524,Male,0,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),85.26,4497.89,No
TLC-00525,Female,0,Yes,Yes,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),108.11,2921.19,Yes
TLC-00526,Male,0,Yes,No,50,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,76.93,3841.96,Yes
TLC-00527,Male,0,Yes,No,32,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,74.45,2386.32,No
TLC-00528,Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),97.28,,No
TLC-00529,Female,0,No,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,30.1,2031.19,No
TLC-00530,Female,0,Yes,No,0,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),74.62,,Yes
TLC-00531,Male,0,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.76,1062.0,No
TLC-00532,Female,0,No,Yes,44,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,76.85,3383.82,No
TLC-00533,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),77.52,5582.49,No
TLC-00534,Male,0,Yes,No,39,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,81.69,3179.85,No
TLC-00535,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,86.1,5168.46,No
TLC-00536,Female,0,Yes,Yes,35,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),77.49,2702.91,No
TLC-00537,Female,0,Yes,Yes,23,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),63.89,1481.74,No
TLC-00538,Male,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),109.15,1405.72,No
TLC-00539,Male,0,No,No,0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),92.62,,Yes
TLC-00540,Female,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.42,851.02,No
TLC-00541,Male,0,No,No,20,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,85.02,1727.17,Yes
TLC-00542,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,113.1,8129.47,Yes
TLC-00543,Male,0,Yes,No,38,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),75.78,2886.01,No
TLC-00544,Female,0,Yes,Yes,2,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,71.17,145.01,Yes
TLC-00545,Male,0,Yes,No,15,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,82.01,1226.54,No
TLC-00546,Female,0,No,No,67,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,70.52,4734.72,No
TLC-00547,Male,0,No,No,25,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),49.83,1242.71,Yes
TLC-00548,Female,1,Yes,No,53,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,82.14,4348.52,No
TLC-00549,Female,0,Yes,No,12,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,83.75,994.66,No
TLC-00550,Male,0,No,No,60,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,79.68,4774.33,No
TLC-00551,Male,1,No,Yes,19,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),75.75,1435.42,Yes
TLC-00552,Female,1,No,No,26,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),95.9,2515.09,Yes
TLC-00553,Male,0,No,No,1,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,71.34,78.8,Yes
TLC-00554,Female,0,Yes,No,9,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),77.73,702.89,No
TLC-00555,Male,0,No,Yes,59,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,79.37,4691.3,No
TLC-00556,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.25,336.58,No
TLC-00557,Female,0,Yes,No,14,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),112.49,1567.56,No
TLC-00558,Female,0,Yes,No,46,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Mailed check,67.5,3106.3,No
TLC-00559,Female,0,Yes,No,23,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,58.43,1338.57,Yes
TLC-00560,Female,1,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),94.05,1414.08,Yes
TLC-00561,Female,0,No,No,59,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,100.88,5977.29,Yes
TLC-00562,Male,0,No,No,48,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),83.69,4008.13,No
TLC-00563,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),99.88,278.43,No
TLC-00564,Male,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.48,6803.21,No
TLC-00565,Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.25,888.5,No
TLC-00566,Female,0,No,No,30,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.07,2918.22,No
TLC-00567,Female,0,No,No,65,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),59.59,3880.64,Yes
TLC-00568,Female,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),29.8,1585.09,No
TLC-00569,Male,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,101.2,103.05,No
TLC-00570,Male,1,No,No,60,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),79.79,4785.71,No
TLC-00571,Female,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.32,255.22,No
TLC-00572,Male,0,No,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),31.09,1833.27,No
TLC-00573,Male,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,81.1,3403.38,Yes
TLC-00574,Female,0,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.0,1193.03,No
TLC-00575,Male,0,No,No,29,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),84.58,2456.01,No
TLC-00576,Female,0,Yes,No,62,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),70.14,4340.54,No
TLC-00577,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.05,551.5,No
TLC-00578,Female,1,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,27.8,1221.24,No
TLC-00579,Female,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),101.67,1306.8,Yes
TLC-00580,Female,0,No,No,27,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,96.16,2587.49,No
TLC-00581,Female,0,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),33.79,434.47,No
TLC-00582,Male,0,Yes,No,55,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,90.17,4941.44,No
TLC-00583,Female,0,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,96.43,3183.64,Yes
TLC-00584,Female,0,Yes,Yes,11,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),71.27,791.94,No
TLC-00585,Female,0,No,Yes,55,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),61.78,3388.61,Yes
TLC-00586,Male,0,No,No,60,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),87.62,5273.36,Yes
TLC-00587,Female,0,No,No,60,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,87.72,5267.15,No
TLC-00588,Male,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.34,746.3,No
TLC-00589,Female,0,Yes,Yes,19,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,83.81,1591.41,No
TLC-00590,Male,0,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,82.47,3406.92,Yes
TLC-00591,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.36,126.14,Yes
TLC-00592,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.65,1851.05,No
TLC-00593,Male,0,No,No,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),94.58,6351.05,No
TLC-00594,Female,0,Yes,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,32.14,964.82,No
TLC-00595,Female,0,No,No,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.77,1516.6,No
TLC-00596,Female,1,Yes,Yes,46,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,116.89,5374.23,No
TLC-00597,Male,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,913.14,No
TLC-00598,Male,1,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,93.79,5344.36,No
TLC-00599,Female,1,No,No,21,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,95.94,2016.55,No
TLC-00600,Female,0,No,No,23,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,73.32,1682.56,No
TLC-00601,Male,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.41,722.97,No
TLC-00602,Female,1,Yes,No,62,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,52.27,3237.5,No
TLC-00603,Female,0,No,No,59,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,73.09,4318.81,No
TLC-00604,Female,0,Yes,Yes,18,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),62.81,1136.49,No
TLC-00605,Male,0,No,No,23,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),76.97,1771.85,No
TLC-00606,Male,0,Yes,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.2,1755.07,No
TLC-00607,Male,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.7,570.59,No
